oftic,TICKER,MEASURE,FISCALP,PYEAR,PMON,anndats,suescore
QCOM,QCOM,EPS,QTR,2023,12,2024-01-31,8.23048
QCOM,QCOM,EPS,QTR,2024,3,2024-05-01,1.99997
QCOM,QCOM,EPS,QTR,2024,6,2024-07-31,1.64276
QCOM,QCOM,EPS,QTR,2024,9,2024-11-06,6.06106
QCOM,QCOM,EPS,QTR,2024,12,2025-02-05,8.02912
QCOM,QCOM,EPS,QTR,2025,3,2025-04-30,0.82837
QCOM,QCOM,EPS,QTR,2025,6,2025-07-30,1.50625
QCOM,QCOM,EPS,QTR,2025,9,2025-11-05,3.52406
RTX,UTX,EPS,QTR,2021,12,2022-01-25,1.89632
RTX,UTX,EPS,QTR,2022,3,2022-04-26,2.87721
RTX,UTX,EPS,QTR,2022,6,2022-07-26,2.15277
RTX,UTX,EPS,QTR,2022,9,2022-10-25,1.55708
RTX,UTX,EPS,QTR,2022,12,2023-01-24,0.85549
RTX,UTX,EPS,QTR,2023,3,2023-04-25,2.42584
RTX,UTX,EPS,QTR,2023,6,2023-07-25,4.22509
RTX,UTX,EPS,QTR,2023,9,2023-10-24,1.18917
RTX,UTX,EPS,QTR,2023,12,2024-01-23,1.63573
RTX,UTX,EPS,QTR,2024,3,2024-04-23,2.73608
RTX,UTX,EPS,QTR,2024,6,2024-07-25,3.02383
RTX,UTX,EPS,QTR,2024,9,2024-10-22,2.26268
RTX,UTX,EPS,QTR,2024,12,2025-01-28,5.70282
RTX,UTX,EPS,QTR,2025,3,2025-04-22,2.84467
RTX,UTX,EPS,QTR,2025,6,2025-07-22,2.86927
RTX,UTX,EPS,QTR,2025,9,2025-10-21,10.4402
SBUX,SBUX,EPS,QTR,2021,12,2022-02-01,-2.34954
SBUX,SBUX,EPS,QTR,2022,3,2022-05-03,-0.09266
SBUX,SBUX,EPS,QTR,2022,6,2022-08-02,1.13065
SBUX,SBUX,EPS,QTR,2022,9,2022-11-03,2.32804
SBUX,SBUX,EPS,QTR,2022,12,2023-02-02,-0.71942
SBUX,SBUX,EPS,QTR,2023,3,2023-05-02,3.43341
SBUX,SBUX,EPS,QTR,2023,6,2023-08-01,2.37305
SBUX,SBUX,EPS,QTR,2023,9,2023-11-02,3.71317
SBUX,SBUX,EPS,QTR,2023,12,2024-01-30,-0.78176
SBUX,SBUX,EPS,QTR,2024,3,2024-04-30,-2.84228
SBUX,SBUX,EPS,QTR,2024,6,2024-07-30,-0.16838
SBUX,SBUX,EPS,QTR,2024,9,2024-10-30,-6.94071
SBUX,SBUX,EPS,QTR,2024,12,2025-01-28,0.4269
SBUX,SBUX,EPS,QTR,2025,3,2025-04-29,-1.98931
SBUX,SBUX,EPS,QTR,2025,6,2025-07-29,-0.58446
SBUX,SBUX,EPS,QTR,2025,9,2025-10-29,-0.68909
SCHW,SCH,EPS,QTR,2021,12,2022-01-18,-1.04455
SCHW,SCH,EPS,QTR,2022,3,2022-04-18,-1.8845
SCHW,SCH,EPS,QTR,2022,6,2022-07-18,3.14116
SCHW,SCH,EPS,QTR,2022,9,2022-10-17,2.66281
SCHW,SCH,EPS,QTR,2022,12,2023-01-18,0.05465
SCHW,SCH,EPS,QTR,2023,3,2023-04-17,1.63081
SCHW,SCH,EPS,QTR,2023,6,2023-07-18,1.4733
SCHW,SCH,EPS,QTR,2023,9,2023-10-16,1.29838
SCHW,SCH,EPS,QTR,2023,12,2024-01-17,0.93756
SCHW,SCH,EPS,QTR,2024,3,2024-04-15,0.3577
SCHW,SCH,EPS,QTR,2024,9,2024-10-15,1.46196
SCHW,SCH,EPS,QTR,2024,12,2025-01-21,4.2646
SCHW,SCH,EPS,QTR,2025,3,2025-04-17,1.61258
SCHW,SCH,EPS,QTR,2025,6,2025-07-18,1.74716
SCHW,SCH,EPS,QTR,2025,9,2025-10-16,2.48521
SO,SO,EPS,QTR,2021,12,2022-02-17,0.53368
SO,SO,EPS,QTR,2022,3,2022-04-28,2.34237
SO,SO,EPS,QTR,2022,6,2022-07-28,8.20834
SO,SO,EPS,QTR,2022,9,2022-10-27,-0.70697
SO,SO,EPS,QTR,2022,12,2023-02-16,1.78645
SO,SO,EPS,QTR,2023,3,2023-04-27,5.62269
SO,SO,EPS,QTR,2023,6,2023-08-03,2.31625
SO,SO,EPS,QTR,2023,9,2023-11-02,5.20007
SO,SO,EPS,QTR,2023,12,2024-02-15,3.23147
SO,SO,EPS,QTR,2024,3,2024-05-02,3.28876
SO,SO,EPS,QTR,2024,6,2024-08-01,7.18417
SO,SO,EPS,QTR,2024,9,2024-10-31,2.76184
SO,SO,EPS,QTR,2024,12,2025-02-20,-0.37514
SO,SO,EPS,QTR,2025,3,2025-05-01,1.54633
SO,SO,EPS,QTR,2025,6,2025-07-31,0.28514
SO,SO,EPS,QTR,2025,9,2025-10-30,5.46742
SPG,SPPG,EPS,QTR,2021,12,2022-02-07,0.7284
SPG,SPPG,EPS,QTR,2022,3,2022-05-09,0.03873
SPG,SPPG,EPS,QTR,2022,6,2022-08-01,1.1094
SPG,SPPG,EPS,QTR,2022,9,2022-11-01,1.83402
SPG,SPPG,EPS,QTR,2022,12,2023-02-06,3.25138
SPG,SPPG,EPS,QTR,2023,3,2023-05-02,-0.21822
SPG,SPPG,EPS,QTR,2023,6,2023-08-02,-1.15469
SPG,SPPG,EPS,QTR,2023,9,2023-10-30,23.67137
SPG,SPPG,EPS,QTR,2023,12,2024-02-05,2.92583
SPG,SPPG,EPS,QTR,2024,3,2024-05-06,6.26783
SPG,SPPG,EPS,QTR,2024,6,2024-08-05,0.04055
SPG,SPPG,EPS,QTR,2024,9,2024-11-01,-0.95272
SPG,SPPG,EPS,QTR,2024,12,2025-02-04,1.02654
SPG,SPPG,EPS,QTR,2025,3,2025-05-12,-0.73825
SPG,SPPG,EPS,QTR,2025,6,2025-08-04,2.58159
SPG,SPPG,EPS,QTR,2025,9,2025-11-03,2.4609
T,SBC,EPS,QTR,2021,12,2022-01-26,0.68087
T,SBC,EPS,QTR,2022,3,2022-04-21,0.16936
T,SBC,EPS,QTR,2022,6,2022-07-21,0.9704
T,SBC,EPS,QTR,2022,9,2022-10-20,1.56643
T,SBC,EPS,QTR,2022,12,2023-01-25,0.99454
T,SBC,EPS,QTR,2023,3,2023-04-20,0.60799
T,SBC,EPS,QTR,2023,6,2023-07-26,1.11498
T,SBC,EPS,QTR,2023,9,2023-10-19,0.9591
T,SBC,EPS,QTR,2023,12,2024-01-24,-0.8127
T,SBC,EPS,QTR,2024,3,2024-04-24,0.49695
T,SBC,EPS,QTR,2024,6,2024-07-24,-0.07965
T,SBC,EPS,QTR,2024,9,2024-10-23,1.7674
T,SBC,EPS,QTR,2024,12,2025-01-27,1.37156
T,SBC,EPS,QTR,2025,3,2025-04-23,3.55242
T,SBC,EPS,QTR,2025,6,2025-07-23,1.86006
T,SBC,EPS,QTR,2025,9,2025-10-22,0.2687
TGT,DH,EPS,QTR,2022,1,2022-03-01,2.79549
TGT,DH,EPS,QTR,2022,4,2022-05-18,-4.0612
TGT,DH,EPS,QTR,2022,7,2022-08-17,-5.45768
TGT,DH,EPS,QTR,2022,10,2022-11-16,-5.14235
TGT,DH,EPS,QTR,2023,1,2023-02-28,5.00987
TGT,DH,EPS,QTR,2023,4,2023-05-17,2.93309
TGT,DH,EPS,QTR,2023,7,2023-08-16,2.62258
TGT,DH,EPS,QTR,2023,10,2023-11-15,7.43258
TGT,DH,EPS,QTR,2024,1,2024-03-05,5.67373
TGT,DH,EPS,QTR,2024,4,2024-05-22,-0.19305
TGT,DH,EPS,QTR,2024,7,2024-08-21,4.41772
TGT,DH,EPS,QTR,2024,10,2024-11-20,-7.58284
TGT,DH,EPS,QTR,2025,1,2025-03-04,1.70146
TGT,DH,EPS,QTR,2025,4,2025-05-21,-1.7372
TGT,DH,EPS,QTR,2025,7,2025-08-20,0.02135
TGT,DH,EPS,QTR,2025,10,2025-11-19,0.44863
TMO,TMO,EPS,QTR,2021,12,2022-02-02,2.22303
TMO,TMO,EPS,QTR,2022,3,2022-04-28,3.20931
TMO,TMO,EPS,QTR,2022,6,2022-07-28,2.73563
TMO,TMO,EPS,QTR,2022,9,2022-10-26,1.70391
TMO,TMO,EPS,QTR,2022,12,2023-02-01,3.64198
TMO,TMO,EPS,QTR,2023,3,2023-04-26,0.02752
TMO,TMO,EPS,QTR,2023,6,2023-07-26,-4.07692
TMO,TMO,EPS,QTR,2023,9,2023-10-25,0.82817
TMO,TMO,EPS,QTR,2023,12,2024-01-31,0.93776
TMO,TMO,EPS,QTR,2024,3,2024-04-24,11.61779
TMO,TMO,EPS,QTR,2024,6,2024-07-24,6.35369
TMO,TMO,EPS,QTR,2024,9,2024-10-23,0.60088
TMO,TMO,EPS,QTR,2024,12,2025-01-30,2.66817
TMO,TMO,EPS,QTR,2025,3,2025-04-23,1.71598
TMO,TMO,EPS,QTR,2025,6,2025-07-23,6.93281
TMO,TMO,EPS,QTR,2025,9,2025-10-22,7.5553
TMUS,MPCS,EPS,QTR,2021,12,2022-02-02,0.92067
TMUS,MPCS,EPS,QTR,2022,3,2022-04-27,0.71888
TMUS,MPCS,EPS,QTR,2022,6,2022-07-27,0.50235
TMUS,MPCS,EPS,QTR,2022,9,2022-10-27,4.52869
TMUS,MPCS,EPS,QTR,2022,12,2023-02-01,0.61904
TMUS,MPCS,EPS,QTR,2023,3,2023-04-27,1.17767
TMUS,MPCS,EPS,QTR,2023,6,2023-07-27,1.39265
TMUS,MPCS,EPS,QTR,2023,9,2023-10-25,0.45362
TMUS,MPCS,EPS,QTR,2023,12,2024-01-25,-2.63823
TMUS,MPCS,EPS,QTR,2024,3,2024-04-25,1.2755
TMUS,MPCS,EPS,QTR,2024,6,2024-07-31,3.15014
TMUS,MPCS,EPS,QTR,2024,9,2024-10-23,1.77882
TMUS,MPCS,EPS,QTR,2024,12,2025-01-29,1.81838
TMUS,MPCS,EPS,QTR,2025,3,2025-04-24,1.54733
TMUS,MPCS,EPS,QTR,2025,6,2025-07-23,2.95922
TMUS,MPCS,EPS,QTR,2025,9,2025-10-23,1.45001
TSLA,TSLA,EPS,QTR,2021,12,2022-01-26,0.45607
TSLA,TSLA,EPS,QTR,2022,3,2022-04-20,3.52455
TSLA,TSLA,EPS,QTR,2022,6,2022-07-20,1.13953
TSLA,TSLA,EPS,QTR,2022,9,2022-10-19,0.56822
TSLA,TSLA,EPS,QTR,2022,12,2023-01-25,0.56081
TSLA,TSLA,EPS,QTR,2023,3,2023-04-19,-0.00401
TSLA,TSLA,EPS,QTR,2023,6,2023-07-19,1.17832
TSLA,TSLA,EPS,QTR,2023,9,2023-10-18,-0.60487
TSLA,TSLA,EPS,QTR,2023,12,2024-01-24,-0.40508
TSLA,TSLA,EPS,QTR,2024,3,2024-04-23,-0.32459
TSLA,TSLA,EPS,QTR,2024,6,2024-07-23,-1.05319
TSLA,TSLA,EPS,QTR,2024,9,2024-10-23,1.77042
TSLA,TSLA,EPS,QTR,2024,12,2025-01-29,-0.39439
TSLA,TSLA,EPS,QTR,2025,3,2025-04-22,-1.10519
TSLA,TSLA,EPS,QTR,2025,6,2025-07-23,-0.24758
TSLA,TSLA,EPS,QTR,2025,9,2025-10-22,-0.53204
TXN,TXN,EPS,QTR,2021,12,2022-01-25,8.7924
TXN,TXN,EPS,QTR,2022,3,2022-04-26,2.86217
TXN,TXN,EPS,QTR,2022,6,2022-07-26,2.96468
TXN,TXN,EPS,QTR,2022,9,2022-10-25,0.89727
TXN,TXN,EPS,QTR,2022,12,2023-01-24,3.39141
TXN,TXN,EPS,QTR,2023,3,2023-04-25,2.07083
TXN,TXN,EPS,QTR,2023,6,2023-07-25,4.67963
TXN,TXN,EPS,QTR,2023,9,2023-10-24,0.87113
TXN,TXN,EPS,QTR,2023,12,2024-01-23,0.79185
TXN,TXN,EPS,QTR,2024,3,2024-04-23,5.39352
TXN,TXN,EPS,QTR,2024,6,2024-07-23,1.88291
TXN,TXN,EPS,QTR,2024,9,2024-10-22,3.45308
TXN,TXN,EPS,QTR,2024,12,2025-01-23,2.37487
TXN,TXN,EPS,QTR,2025,3,2025-04-23,5.7748
TXN,TXN,EPS,QTR,2025,6,2025-07-22,1.16845
TXN,TXN,EPS,QTR,2025,9,2025-10-21,-0.29084
UBER,UBER,EPS,QTR,2021,12,2022-02-09,0.50103
UBER,UBER,EPS,QTR,2022,3,2022-05-04,0.42341
UBER,UBER,EPS,QTR,2022,6,2022-08-02,-9.53779
UBER,UBER,EPS,QTR,2022,9,2022-11-01,-1.64499
UBER,UBER,EPS,QTR,2022,12,2023-02-08,2.55749
UBER,UBER,EPS,QTR,2023,3,2023-05-02,0.21772
UBER,UBER,EPS,QTR,2023,6,2023-08-01,4.96817
UBER,UBER,EPS,QTR,2023,9,2023-11-07,-0.28113
UBER,UBER,EPS,QTR,2023,12,2024-02-07,10.90644
UBER,UBER,EPS,QTR,2024,3,2024-05-08,-7.31256
UBER,UBER,EPS,QTR,2024,6,2024-08-06,2.10811
UBER,UBER,EPS,QTR,2024,9,2024-10-31,6.46025
UBER,UBER,EPS,QTR,2024,12,2025-02-05,-2.0098
UBER,UBER,EPS,QTR,2025,3,2025-05-07,4.52851
UBER,UBER,EPS,QTR,2025,6,2025-08-06,0.03345
UBER,UBER,EPS,QTR,2025,9,2025-11-04,29.78293
UNH,UNIH,EPS,QTR,2021,12,2022-01-19,3.82984
UNH,UNIH,EPS,QTR,2022,3,2022-04-14,0.57171
UNH,UNIH,EPS,QTR,2022,6,2022-07-15,3.54333
UNH,UNIH,EPS,QTR,2022,9,2022-10-14,4.33501
UNH,UNIH,EPS,QTR,2022,12,2023-01-13,2.76327
UNH,UNIH,EPS,QTR,2023,3,2023-04-14,0.41323
UNH,UNIH,EPS,QTR,2023,6,2023-07-14,0.95451
UNH,UNIH,EPS,QTR,2023,9,2023-10-13,2.07105
UNH,UNIH,EPS,QTR,2023,12,2024-01-12,5.30922
UNH,UNIH,EPS,QTR,2024,3,2024-04-16,2.86287
UNH,UNIH,EPS,QTR,2024,9,2024-10-15,2.18597
UNH,UNIH,EPS,QTR,2024,12,2025-01-16,0.81621
UNH,UNIH,EPS,QTR,2025,3,2025-04-17,-0.22336
UNH,UNIH,EPS,QTR,2025,6,2025-07-29,-0.71157
UNH,UNIH,EPS,QTR,2025,9,2025-10-28,0.45674
UNP,UNP,EPS,QTR,2021,12,2022-01-20,0.9141
UNP,UNP,EPS,QTR,2022,3,2022-04-21,0.24556
UNP,UNP,EPS,QTR,2022,6,2022-07-21,0.94669
UNP,UNP,EPS,QTR,2022,9,2022-10-20,1.68183
UNP,UNP,EPS,QTR,2022,12,2023-01-24,-1.84354
UNP,UNP,EPS,QTR,2023,3,2023-04-20,0.967
UNP,UNP,EPS,QTR,2023,6,2023-07-26,-2.59292
UNP,UNP,EPS,QTR,2023,9,2023-10-19,0.7599
UNP,UNP,EPS,QTR,2023,12,2024-01-25,1.25296
UNP,UNP,EPS,QTR,2024,3,2024-04-25,3.47825
UNP,UNP,EPS,QTR,2024,6,2024-07-25,0.64141
UNP,UNP,EPS,QTR,2024,9,2024-10-24,-0.44281
UNP,UNP,EPS,QTR,2024,12,2025-01-23,6.06252
UNP,UNP,EPS,QTR,2025,3,2025-04-24,-0.89036
UNP,UNP,EPS,QTR,2025,6,2025-07-24,3.43973
UNP,UNP,EPS,QTR,2025,9,2025-10-23,2.28346
UPS,UPS,EPS,QTR,2021,12,2022-02-01,7.69
UPS,UPS,EPS,QTR,2022,3,2022-04-26,2.21216
UPS,UPS,EPS,QTR,2022,6,2022-07-26,1.78972
UPS,UPS,EPS,QTR,2022,9,2022-10-25,2.2801
UPS,UPS,EPS,QTR,2022,12,2023-01-31,0.65597
UPS,UPS,EPS,QTR,2023,3,2023-04-25,-0.10245
UPS,UPS,EPS,QTR,2023,6,2023-08-08,0.82615
UPS,UPS,EPS,QTR,2023,9,2023-10-26,0.64813
UPS,UPS,EPS,QTR,2023,12,2024-01-30,0.10156
UPS,UPS,EPS,QTR,2024,3,2024-04-23,2.04788
UPS,UPS,EPS,QTR,2024,6,2024-07-23,-3.69028
UPS,UPS,EPS,QTR,2024,9,2024-10-24,2.11943
UPS,UPS,EPS,QTR,2024,12,2025-01-30,5.15152
UPS,UPS,EPS,QTR,2025,3,2025-04-29,1.67576
UPS,UPS,EPS,QTR,2025,6,2025-07-29,-0.24702
UPS,UPS,EPS,QTR,2025,9,2025-10-28,6.7437
USB,FNAC,EPS,QTR,2021,12,2022-01-19,-0.58828
USB,FNAC,EPS,QTR,2022,3,2022-04-14,1.69781
USB,FNAC,EPS,QTR,2022,6,2022-07-15,0.50754
USB,FNAC,EPS,QTR,2022,9,2022-10-14,0.2672
USB,FNAC,EPS,QTR,2022,12,2023-01-25,0.58727
USB,FNAC,EPS,QTR,2023,3,2023-04-19,0.79946
USB,FNAC,EPS,QTR,2023,6,2023-07-19,-0.0842
USB,FNAC,EPS,QTR,2023,9,2023-10-18,0.73805
USB,FNAC,EPS,QTR,2023,12,2024-01-17,0.43018
USB,FNAC,EPS,QTR,2024,3,2024-04-17,0.83727
USB,FNAC,EPS,QTR,2024,9,2024-10-16,3.79711
USB,FNAC,EPS,QTR,2024,12,2025-01-16,0.60339
USB,FNAC,EPS,QTR,2025,3,2025-04-16,2.77008
USB,FNAC,EPS,QTR,2025,6,2025-07-17,2.25148
USB,FNAC,EPS,QTR,2025,9,2025-10-16,4.56177
V,VISA,EPS,QTR,2021,12,2022-01-27,3.56161
V,VISA,EPS,QTR,2022,3,2022-04-26,4.87813
V,VISA,EPS,QTR,2022,6,2022-07-26,8.23977
V,VISA,EPS,QTR,2022,9,2022-10-25,2.41596
V,VISA,EPS,QTR,2022,12,2023-01-26,6.85929
V,VISA,EPS,QTR,2023,3,2023-04-25,2.80878
V,VISA,EPS,QTR,2023,6,2023-07-25,1.49601
V,VISA,EPS,QTR,2023,9,2023-10-24,3.46717
V,VISA,EPS,QTR,2023,12,2024-01-25,2.77984
V,VISA,EPS,QTR,2024,3,2024-04-23,1.51523
V,VISA,EPS,QTR,2024,6,2024-07-23,0.08138
V,VISA,EPS,QTR,2024,9,2024-10-29,6.19546
V,VISA,EPS,QTR,2024,12,2025-01-30,4.45914
V,VISA,EPS,QTR,2025,3,2025-04-29,2.5408
V,VISA,EPS,QTR,2025,6,2025-07-29,4.33792
V,VISA,EPS,QTR,2025,9,2025-10-28,0.34108
VZ,BEL,EPS,QTR,2021,12,2022-01-25,1.55821
VZ,BEL,EPS,QTR,2022,3,2022-04-22,0.17839
VZ,BEL,EPS,QTR,2022,6,2022-07-22,-0.56559
VZ,BEL,EPS,QTR,2022,9,2022-10-21,2.0227
VZ,BEL,EPS,QTR,2022,12,2023-01-24,0.07944
VZ,BEL,EPS,QTR,2023,3,2023-04-25,0.15723
VZ,BEL,EPS,QTR,2023,6,2023-07-25,3.3824
VZ,BEL,EPS,QTR,2023,9,2023-10-24,1.53831
VZ,BEL,EPS,QTR,2023,12,2024-01-23,0.17553
VZ,BEL,EPS,QTR,2024,3,2024-04-22,1.99892
VZ,BEL,EPS,QTR,2024,6,2024-07-22,0.27851
VZ,BEL,EPS,QTR,2024,9,2024-10-22,1.02439
VZ,BEL,EPS,QTR,2024,12,2025-01-24,0.24677
VZ,BEL,EPS,QTR,2025,3,2025-04-22,3.091
VZ,BEL,EPS,QTR,2025,6,2025-07-21,2.49098
VZ,BEL,EPS,QTR,2025,9,2025-10-29,1.84403
WFC,NOB,EPS,QTR,2021,12,2022-01-14,0.78099
WFC,NOB,EPS,QTR,2022,3,2022-04-14,1.26876
WFC,NOB,EPS,QTR,2022,6,2022-07-15,0.26074
WFC,NOB,EPS,QTR,2022,9,2022-10-14,4.83394
WFC,NOB,EPS,QTR,2022,12,2023-01-13,-0.28594
WFC,NOB,EPS,QTR,2023,3,2023-04-14,1.04123
WFC,NOB,EPS,QTR,2023,6,2023-07-14,1.42376
WFC,NOB,EPS,QTR,2023,9,2023-10-13,2.25027
WFC,NOB,EPS,QTR,2023,12,2024-01-12,0.95786
WFC,NOB,EPS,QTR,2024,3,2024-04-12,2.69463
WFC,NOB,EPS,QTR,2024,9,2024-10-11,4.06969
WFC,NOB,EPS,QTR,2024,12,2025-01-15,4.88702
WFC,NOB,EPS,QTR,2025,3,2025-04-11,1.40776
WFC,NOB,EPS,QTR,2025,6,2025-07-15,2.95635
WFC,NOB,EPS,QTR,2025,9,2025-10-14,3.74551
WMT,WMT,EPS,QTR,2022,1,2022-02-17,1.06676
WMT,WMT,EPS,QTR,2022,4,2022-05-17,-3.17522
WMT,WMT,EPS,QTR,2022,7,2022-08-16,11.54732
WMT,WMT,EPS,QTR,2022,10,2022-11-15,6.93426
WMT,WMT,EPS,QTR,2023,1,2023-02-21,4.54407
WMT,WMT,EPS,QTR,2023,4,2023-05-18,4.19774
WMT,WMT,EPS,QTR,2023,7,2023-08-17,2.88963
WMT,WMT,EPS,QTR,2023,10,2023-11-16,0.13922
WMT,WMT,EPS,QTR,2024,1,2024-02-20,4.19207
WMT,WMT,EPS,QTR,2024,4,2024-05-16,7.52708
WMT,WMT,EPS,QTR,2024,7,2024-08-15,2.526
WMT,WMT,EPS,QTR,2024,10,2024-11-19,3.79096
WMT,WMT,EPS,QTR,2025,1,2025-02-20,0.8658
WMT,WMT,EPS,QTR,2025,4,2025-05-15,2.30244
WMT,WMT,EPS,QTR,2025,7,2025-08-21,-1.45746
WMT,WMT,EPS,QTR,2025,10,2025-11-20,1.42915
XOM,XON,EPS,QTR,2021,12,2022-02-01,0.8424
XOM,XON,EPS,QTR,2022,3,2022-04-29,-0.26571
XOM,XON,EPS,QTR,2022,6,2022-07-29,0.92511
XOM,XON,EPS,QTR,2022,9,2022-10-28,1.93694
XOM,XON,EPS,QTR,2022,12,2023-01-31,0.86693
XOM,XON,EPS,QTR,2023,3,2023-04-28,1.15603
XOM,XON,EPS,QTR,2023,6,2023-07-28,-1.02038
XOM,XON,EPS,QTR,2023,9,2023-10-27,-1.68278
XOM,XON,EPS,QTR,2023,12,2024-02-02,4.51788
XOM,XON,EPS,QTR,2024,3,2024-04-26,-1.29152
XOM,XON,EPS,QTR,2024,6,2024-08-02,2.01085
XOM,XON,EPS,QTR,2024,9,2024-11-01,0.95881
XOM,XON,EPS,QTR,2024,12,2025-01-31,1.27977
XOM,XON,EPS,QTR,2025,3,2025-05-02,0.61264
XOM,XON,EPS,QTR,2025,6,2025-08-01,1.22626
XOM,XON,EPS,QTR,2025,9,2025-10-31,1.24344
